Company Name,City,Search Term,Phone,Address,Years in Business,Owner,Website
"Mott's Landscaping, LLC","Pocatello, ID","landscaping","(801) 556-5418","Salt Lake City, UT 84124-3702","17","Mr. Jordan Mott, Partner","https://www.mottslandscaping.com/"
"Flager Landscaping","Pocatello, ID","landscaping","(406) 842-5330","Alder, MT 59710-0023","30","Mr. Richard Flager, Owner",""
"Eschenfelder Landscaping","Pocatello, ID","landscaping","(801) 912-0077","Salt Lake City, UT 84107-1507","27","Mr. Willie Eschenfelder, Owner","https://www.eschenfelderlandscaping.com/"
"Royal Landscaping","Pocatello, ID","landscaping","(801) 850-1871","Murray, UT 84117-6607","25","Mr. Kris King, Owner",""
"Greenhead Landscaping Company LC","Pocatello, ID","landscaping","(801) 721-0526","Hooper, UT 84315-9807","27","Mr. Brad Jackson, Owner",""
"Sweetwater Landscaping","Pocatello, ID","landscaping","(801) 420-4104","Salt Lake City, UT 84121-1831","27","Mr. Richard Boyce, Customer Contact",""
"Zavala Landscaping","Pocatello, ID","landscaping","(801) 860-8057","","18","Mr. Justin Zavala, Partner","https://www.zavalalandscapes.com/"
"Earthworks Landscaping Services Inc","Pocatello, ID","landscaping","(801) 941-0231","Layton, UT 84041-7260","20","Mr. Jason Bingham, Customer Contact","https://earthworksinc.net/"
"T's Landscaping Services LLC","Pocatello, ID","landscaping","(801) 682-9358","Clearfield, UT 84015-1316","14","Mr. Saul Torres, Owner","https://tslandscaping.org/"
"JD Young & Son Landscaping","Pocatello, ID","landscaping","(801) 773-2694","","61","Mr. Doug Young, Owner",""
"All About Landscaping, LLC","Pocatello, ID","landscaping","(801) 574-6348","Orem, UT 84057","10","Mr. Stan Peckham, Owner","https://www.allaboutlandscaping.llc/"
"Earth Care Landscaping Inc","Pocatello, ID","landscaping","(801) 510-6968","Morgan, UT 84050-6747","26","Mr. David J. Lane, Owner","https://www.earthcarelandscapingutah.com/"
"Mountain Ridge Curbing & Landscaping","Pocatello, ID","landscaping","(801) 721-1534","Clinton, UT 84015-9540","23","Mr. Zac Taylor, Owner",""
"A2 Lawn & Landscape Inc.","Pocatello, ID","landscaping","(208) 757-1148","","19","Mr. Brady Madsen, Owner",""
"Specialty Landscape","Pocatello, ID","landscaping","(801) 499-4041","Ogden, UT 84401-3314","20","Mr. Thain Anderson, Customer Contact","https://porch.com/ogden-ut/landscapers/specialty-landscape/pp"
"B&R Landscaping & Snow Removal","Pocatello, ID","landscaping","(801) 390-4841","Roy, UT 84067-2713","19","Mr. Brandon Read, Customer Contact",""
"Creekside Landscaping LLC","Pocatello, ID","landscaping","(801) 288-2872","South Salt Lake, UT 84119-4132","20","Mr. David Van Leeuwen, Customer Contact",""
"M D Nursery & Landscaping, Inc.","Pocatello, ID","landscaping","(208) 354-8816","Driggs, ID 83422-5433","34","Mr. Michael Stears, Owner","https://www.mdlandscapinginc.com/"
"Mel's Designer Landscaping","Pocatello, ID","landscaping","(801) 706-2718","West Valley City, UT 84120-4807","19","Mr. Mel Suaste, Sole Proprietor",""
"Shady Brook Landscaping","Pocatello, ID","landscaping","(801) 706-3167","Salt Lake City, UT 84123-4259","17","Mr. Bruce Wall, Owner","https://www.gotwaterfalls.com/"
"Wilkins Landscaping, LLC","Pocatello, ID","landscaping","(801) 389-6691","Syracuse, UT 84075-9510","10","Mr. Ben Wilkins, Owner","https://www.wilkinslandscaping.com/"
"Sun Valley Landscaping, Inc.","Pocatello, ID","landscaping","(208) 720-4274","Bellevue, ID 83313","34","Mr. Pedro Torres, Owner","https://www.sunvalleylandscapinginc.com/"
"Triple S Landscaping, LLC","Pocatello, ID","landscaping","(208) 280-2321","","19","Mr. Carl McEntarffer, Owner",""
"Point 2 Point Landscaping","Pocatello, ID","landscaping","(801) 347-2822","West Valley, UT 84128-2423","15","Mr. Justin Thomas, CEO","https://p2plandscaping.com/"
"Tesch Landscaping, LLC","Pocatello, ID","landscaping","(801) 479-0916","Ogden, UT 84415-0634","30","Mr. Monte Tesch, Owner","https://www.teschlandscape.com/"
"All Seasons Landscaping Inc.","Pocatello, ID","landscaping","(801) 292-0450","North Salt Lake, UT 84054-2126","38","Mr. Kevin Ethington, President","https://allseasonsutah.com/"
"Gold's Landscaping, Inc","Pocatello, ID","landscaping","(801) 824-1453","West Haven, UT 84401-8448","12","Mr. Nathan G. Gold, Owner","https://goldslandscapedesign.com/"
"King's Nursery and Landscaping","Pocatello, ID","landscaping","(435) 623-3319","","29","Mr. Floyd King, Owner",""
"Teton Landscape & Sprinklers LLC","Pocatello, ID","landscaping","(208) 243-0130","Idaho Falls, ID 83402-5704","22","Mr. Corey D Cook, Member",""
"TRM Landscaping, Inc.","Pocatello, ID","landscaping","(801) 479-6324","Ogden, UT 84403-4949","31","Mr. Terry R. Mount, Customer Contact",""
"Grizzly's Tree Service & Landscaping","Pocatello, ID","landscaping","(801) 808-3040","","14","Mr. Jose Rodriguez, Owner",""
"Sunscape Landscaping, LLC","Pocatello, ID","landscaping","(801) 808-5555","Ogden, UT 84405-7734","20","Mr. Tony Christensen, Owner",""
"Earthcare Landscaping, Inc.","Pocatello, ID","landscaping","(801) 825-2354","Syracuse, UT 84075-6953","26","Mr. Dave Lane, Customer Contact",""
"A Greener Season Landscaping, LLC","Pocatello, ID","landscaping","(208) 734-8513","","22","Ms. Tonia Camacho, Member","https://www.agreenerseason.com/"
"First Utah Landscaping LLC","Pocatello, ID","landscaping","(801) 835-5700","Salt Lake City, UT 84118-7528","17","Mr. Osbaldo Ojeda, Customer Contact","https://www.firstutahlandscaping.com/"
"Dan's Landscaping & Sprinklers, Inc.","Pocatello, ID","landscaping","(801) 261-0799","Salt Lake City, UT 84123-4485","29","Mr. Dan Shipley, Customer Contact",""
"Greenskeeper Landscape & Excavating LLC","Pocatello, ID","landscaping","(208) 522-9920","Idaho Falls, ID 83401-1600","21","Mr. Justin Albertson, Owner","https://www.greenskeeperidahofalls.com/"
"Diamond T Landscape & Construction","Pocatello, ID","landscaping","(208) 528-6572","Idaho Falls, ID 83401","28","Mr. Teagon Smith, Owner","https://www.diamondtconstruction.com/"
"Wilde Fire Landscaping & Construction, L.L.C.","Pocatello, ID","landscaping","(435) 647-6902","Coalville, UT 84017-9809","18","Mr. Shane Wilde, Owner",""
"Erickson Landscaping, Inc.","Pocatello, ID","landscaping","(801) 263-2462","Centerville, UT 84014-4502","50","Mr. Ron Tatton, President",""
"Fine Landscaping & Tree Expert, Co.","Pocatello, ID","landscaping","(801) 575-6146","Salt Lake City, UT 84104-2642","24","Fine Langi, President",""
"Hill Hardscapes LLC","Pocatello, ID","hardscaping","(208) 390-4076","","11","Mr. Jason Hill, Owner",""
"King's Landscaping, LLC","Pocatello, ID","hardscaping","(801) 637-2410","Magna, UT 84044-1892","11","Ms. Alma J. Reyes, Owner","https://www.kingslandscapingut.com/"
"Stoneworks Masonry","Pocatello, ID","hardscaping","(208) 720-8911","Suite C","12","Mr. John O'Meara, Member","https://www.swmasonry.com/"
"Lawngevity Landscapes, LLC.","Pocatello, ID","hardscaping","(307) 699-2585","Jackson, WY 83002-1926","18","Mr. Adam Fletcher, Owner","https://www.facebook.com/lawngevitylandscapes/"
"Kimberly Nurseries, Inc.","Pocatello, ID","hardscaping","(208) 733-2717","Twin Falls, ID 83301","118","Mr. John Williams, General Manager","https://www.kimberlynurseries.com/"
"Primo's Landscaping, Inc.","Pocatello, ID","hardscaping","(801) 403-3967","Salt Lake Cty, UT 84128-6983","18","Mr. Mario Hernandez, owner","https://services.ksl.com/landscape-contractors/primo-s-landscaping-inc/108046"
"Valmont Irrigation","Pocatello, ID","irrigation","(208) 226-5639","American Falls, ID 83211-5262","17","Mr. Dirk Leavitt, Manager",""
"Thunderbird Irrigation","Pocatello, ID","irrigation","(208) 226-7711","American Falls, ID 83211-1804","19","Mr. Robert Knudson Jr., Owner","https://www.thunderbirdirrigation.com/"
"Valley Equipment & Irrigation","Pocatello, ID","irrigation","(208) 785-7017","Blackfoot, ID 83221-5600","18","Wayne Andersen, Owner",""
"Dewey Irrigation, Inc.","Pocatello, ID","irrigation","(208) 785-1435","PO Box 221","49","Mr. Steve Dewey, President",""
"Irrigation Center","Pocatello, ID","irrigation","(208) 527-3075","Arco, ID 83213","41","Terrel Kidd, Owner",""
"Double M Ranch & AG","Pocatello, ID","irrigation","(208) 226-2555","American Falls, ID 83211-1762","44","Mark Mills, President",""
"Gene's Repair & Irrigation","Pocatello, ID","irrigation","(208) 678-5716","Burley, ID 83318-5216","45","Gene Jensen, Owner",""
"Fremont-Madison Irrigation","Pocatello, ID","irrigation","(208) 624-3381","Saint Anthony, ID 83445-1356","17","Dale L Swensen, Ex. Director",""
"Magic Valley Irrigation Supply","Pocatello, ID","irrigation","(208) 678-3101","Burley, ID 83318-5687","17","Mr. Jeff Roberts, Owner",""
"Butte Irrigation, Inc.","Pocatello, ID","irrigation","(208) 438-8103","Paul, ID 83347-8839","49","Mr. Kade Beck, Owner","https://butteirrigation.com/"
"Don's Irrigation LLC","Pocatello, ID","irrigation","(208) 644-9206","Jerome, ID 83338","29","Mr. Don Ford, Member","https://donsirrigation.com/"
"A & G Irrigation Inc","Pocatello, ID","irrigation","(208) 324-9551","Jerome, ID 83338-5666","26","Mr. Max Auker, President","https://www.aandgirrigation.com/"
"Circle B Irrigation, L.L.C.","Pocatello, ID","irrigation","(435) 787-1988","Hyde Park, UT 84318","24","Mr. Jay Bankhead, Managing Member","https://www.circlebirrigation.com/"
"Turf Equipment & Irrigation, Inc.","Pocatello, ID","irrigation","(801) 566-3256","Salt Lake City, UT 84104-6400","63","Mr. Tyler Sorenson, Manager","https://turfequip.com/"
"Orbit Irrigation Products, LLC","Pocatello, ID","irrigation","(801) 299-5555","Bountiful, UT 84011-0328","53","Mr. K C Ericksen, President","https://www.orbitonline.com/"
"Ewing Irrigation & Landscape Supply","Pocatello, ID","irrigation","(800) 343-9464","Phoenix, AZ 85034","37","","https://www.ewingirrigation.com/"
"Evergreen Irrigation, Inc.","Pocatello, ID","irrigation","(801) 363-3837","Salt Lake City, UT 84101-1277","26","",""
"Utah Sprinklers and Landscape, LLC","Pocatello, ID","irrigation","(801) 808-1170","Salt Lake City, UT 84115-4312","23","Mr. Cameron Page, Manager",""
"Sprinkler.com","Pocatello, ID","irrigation","(801) 794-6400","Springville, UT 84663-3095","45","Mr. David Harward, Manager","https://www.sprinkler.com/"
"River Bend Pipe Repair","Pocatello, ID","irrigation","(208) 431-6967","Declo, ID 83323","19","Mr. Kirk Honsinger, Owner",""
"Desert Pump","Pocatello, ID","irrigation","(208) 356-8270","Rexburg, ID 83440","26","Mr. Jim Muir, Owner",""
"J R Pivot Service","Pocatello, ID","irrigation","(208) 878-5777","Burley, ID 83318-1463","34","Mr. Jorge Rios, Owner",""
"JTS Farmstore LLC","Pocatello, ID","irrigation","(208) 366-2538","Glenns Ferry, ID 83623-2749","26","Mrs. Lea Ann T Schrader, Member","https://www.jtsfarmstore.com/"
"Rain for Rent","Pocatello, ID","irrigation","(208) 438-5065","Paul, ID 83347","30","Mr. Brent Peterson, Principal","https://rainforrent.com/"
"Bills Construction, LLC","Pocatello, ID","irrigation","(435) 713-5023","","10","Mr. Martin D Bills, Managing Member","https://www.facebook.com/billsboys3/"
"Rainmakers","Pocatello, ID","irrigation","(208) 356-9238","Rexburg, ID 83440-5024","22","Mr. Joe Sermon, Owner",""
"Beus Landscape, Inc.","Pocatello, ID","irrigation","(801) 392-5318","Ogden, UT 84404-5431","26","Mr. Russell Beus, Owner","https://www.beuslandscape.com/"
"Magic Valley Compost","Pocatello, ID","irrigation","(208) 324-4536","Jerome, ID 83338-5338","25","Mr. Ray Silene, Owner","https://www.magicvalleycompost.com/"
"Davis and Weber Counties Canal Company","Pocatello, ID","irrigation","(801) 774-6373","Sunset, UT 84015-2945","142","Mr. Ivan Ray, Manager",""
"Steelhead Landscape, Inc.","Pocatello, ID","irrigation","(208) 324-3233","Jerome, ID 83338-6357","45","Mr. Rod Morgan, Owner","https://www.steelheadlandscape.com/"
"Wyoming Landscape Development","Pocatello, ID","irrigation","(307) 734-9177","Jackson, WY 83001-8770","14","Mr. Nick Orsillo, Owner","https://www.wyominglandscapecontractors.com/"
"Evergreene Landscape, LLC","Pocatello, ID","irrigation","(801) 738-9945","Salt Lake City, UT 84106","17","Mr. Lynn Fuller, Owner",""
"Smail Construction, Inc.","Pocatello, ID","irrigation","(406) 842-5213","Alder, MT 59710","69","Mr. Dale Smail, President",""
"Gem State Plumbing, Inc.","Pocatello, ID","irrigation","(208) 324-6571","","17","Mr. Vincent Newkirk, Owner","https://www.gemstateplumbinginc.com/"
"Lawnscapes, LLC","Pocatello, ID","irrigation","(208) 733-9446","Twin Falls, ID 83301-5419","43","Mr. Craig Stringer, Owner",""
"Hess Plumbing & Heating","Pocatello, ID","irrigation","(307) 455-2952","Dubois, WY 82513","20","Mr. Shawn Hess, Owner",""
"J & C Testing and Service, Inc.","Pocatello, ID","irrigation","(801) 294-5290","West Bountiful, UT 84087-2282","31","Mr. Jeff Tingey, Owner",""
"Limb Walker Tree Services, LLC","Pocatello, ID","tree service","(208) 223-6782","Pocatello, ID 83201-5420","19","Mr. George Simmons, Owner",""
"Top Notch Tree Service","Pocatello, ID","tree service","(208) 233-8233","Pocatello, ID 83201-2520","25","Mr. Dirk Anderson, Member","https://www.topnotchtreeservice.net/"
"Professional Tree Service","Pocatello, ID","tree service","(208) 237-9212","Pocatello, ID 83201","47","Mr. Rex Simons, Owner","https://professionaltreeserviceid.com/"
"Fernridge Tree Service","Pocatello, ID","tree service","(208) 542-2710","","33","Mr. Edward Sprabeary, Owner","https://www.idahofallstreeservice.com/"
"Jose's Tree Service","Pocatello, ID","tree service","(208) 520-9247","Idaho Falls, ID 83402-2039","18","Mr. Jose Alcaraz, Owner",""
"Roberts & Sons Tree Service","Pocatello, ID","tree service","(208) 529-5970","Idaho Falls, ID 83401-5699","32","Mr. Mike Roberts, Owner",""
"Exodus Tree Service","Pocatello, ID","tree service","(801) 529-3160","Logan, UT 84321-4020","18","Mr. David James","https://exodustreecare.com/"
"Jim's Tree Landscape Service","Pocatello, ID","tree service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President",""
"Tom and Jerry's Tree Service","Pocatello, ID","tree service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells",""
"Allred Tree Service Inc","Pocatello, ID","tree service","(307) 733-4390","Saint Anthony, ID 83445","10","",""
"Dad's Tree Service","Pocatello, ID","tree service","(801) 531-8379","Salt Lake City, UT 84104-3502","39","Mr. Andrew L. Taylor, Owner",""
"Darrell's Tree Service","Pocatello, ID","tree service","(801) 782-0982","Ogden, UT 84414-1546","21","Mr. Darrell Cottrell, Owner",""
"Miller's Tree Service, LLC","Pocatello, ID","tree service","(435) 713-4369","Smithfield, UT 84335-1717","25","Ms. Debbie Gotteridge, Owner","https://millerstreeserviceut.com/"
"Affordable Tree Services of Idaho Falls","Pocatello, ID","tree service","(208) 881-9212","","36","Mr. KC Catanese, Owner",""
"Andys Stump Service","Pocatello, ID","tree service","(801) 773-8498","Layton, UT 84041-1437","26","Ms. Evonne Moyes, President",""
"Lone Pine Tree Service, Inc.","Pocatello, ID","tree service","(208) 356-6966","Rexburg, ID 83440","31","Mr. Jeromy Bowen, President",""
"Local Lawn & Tree Spraying Service","Pocatello, ID","tree service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner",""
"Arbor Works Tree Service, LLC","Pocatello, ID","tree service","(307) 413-8375","","12","Mr. Corey Felton, Managing Member","https://www.jharborworks.com/"
"Vandam's Tree Service, LLP","Pocatello, ID","tree service","(801) 566-8733","S Salt Lake, UT 84115-3418","22","Mr. Richard (TROY) Vandam, Owner","https://www.vandamstreeservice.com/"
"TMM Tree Service","Pocatello, ID","tree service","(801) 250-8733","Magna, UT 84044","24","Mr. Mike Mansfield, Owner",""
"Woods Tree Service","Pocatello, ID","tree service","(801) 964-6718","Kearns, UT 84118-5130","35","Mr. Randy Wood, Owner",""
"Atlas Tree Service L.L.C.","Pocatello, ID","tree service","(801) 484-8733","Salt Lake Cty, UT 84104-4300","18","Mr. Patrick Jensen, Complaint Contact","https://atlastrees.net/"
"Ernesto's Tree Service, Inc.","Pocatello, ID","tree service","(801) 525-2949","West Haven, UT 84401-9632","17","Mr. Ernesto Garcia, Manager",""
"Little C Tree Service & Snow Removal, Inc.","Pocatello, ID","tree service","(801) 392-3332","Ogden, UT 84401-0314","33","Mr. Troy Carlin, Owner","https://www.littlectreeservice.com/"
"S & S Handyman Service","Pocatello, ID","tree service","(801) 954-0046","Salt Lake City, UT 84104-1462","18","Mr. Shaun Simpson, Partner","https://sshandyman.wordpress.com/"
"All Around Tree Service, LLC","Pocatello, ID","tree service","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner",""
"All Wood's Tree Service, Inc.","Pocatello, ID","tree service","(801) 476-9181","Ogden, UT 84403-5055","24","Mr. Michael Wood, President",""
"Page's Professional Tree Service, Inc.","Pocatello, ID","tree service","(801) 773-3454","Roy, UT 84067-1125","29","Mr. Jan E Page, President","https://pagestrees.com/"
"K & C Tree Service Experts","Pocatello, ID","tree service","(801) 466-9227","","18","Mr. Tino Salazar, Owner","https://kandctree.com/"
"Mt. Olympus Tree Service LLC","Pocatello, ID","tree service","(801) 278-1666","Millcreek, UT 84124-4029","29","Mr. Hal Jensen, ISA Certified Arboist",""
"Home Depot","Pocatello, ID","tree service","(208) 637-1008","Chubbuck, ID 83202-2742","46","Manager, Manager","https://www.homedepot.com/"
"Bob's Tree Service, Incorporated","Pocatello, ID","tree service","(801) 295-8907","West Bountiful, UT 84087-1437","70","Mr. David M. Barton, President",""
"Urban Oaks Sustainable Tree Service LLC","Pocatello, ID","tree service","(801) 918-8154","Salt Lake Cty, UT 84102","12","Mr. Dakota Lucas, Manager","https://integratedtreepros.com/"
"Eagle Rock Tree Movers","Pocatello, ID","tree service","(208) 681-8780","Idaho Falls, ID 83402","19","Mr. Richard Frances, Owner",""
"Jims Lawn & Tree","Pocatello, ID","tree service","(208) 523-8776","Iona, ID 83427","55","Mr. Glen Soliday, Owner",""
"Doug's Tree Service, Inc.","Pocatello, ID","tree service","(801) 580-5718","West Jordan, UT 84081-6230","45","Mr. Doug Deluca, President","https://www.dougstreeslc.com/"
"All Mighty Tree Service and Yard Care","Pocatello, ID","tree service","(801) 887-7059","Salt Lake City, UT 84119-3414","24","Mr. Ben Wood, Owner",""
